      #Energy        TDOS
     -12.88159       0.48341
     -12.87759       0.49000
     -12.87359       0.49668
     -12.86959       0.50343
     -12.86559       0.51026
     -12.86159       0.51715
     -12.85759       0.52412
     -12.85359       0.53117
     -12.84959       0.53828
     -12.84559       0.54548
     -12.84159       0.55274
     -12.83759       0.56008
     -12.83359       0.56749
     -12.82959       0.57498
     -12.82559       0.58255
     -12.82159       0.59019
     -12.81759       0.59792
     -12.81359       0.60574
     -12.80959       0.61363
     -12.80559       0.62160
     -12.80159       0.62966
     -12.79759       0.63780
     -12.79359       0.64602
     -12.78959       0.65434
     -12.78559       0.66277
     -12.78159       0.67130
     -12.77759       0.67994
     -12.77359       0.68869
     -12.76959       0.69754
     -12.76559       0.70650
     -12.76159       0.71572
     -12.75759       0.72528
     -12.75359       0.73512
     -12.74959       0.74524
     -12.74559       0.75566
     -12.74159       0.76638
     -12.73759       0.77742
     -12.73359       0.78878
     -12.72959       0.80051
     -12.72559       0.81267
     -12.72159       0.82529
     -12.71759       0.83838
     -12.71359       0.85225
     -12.70959       0.86727
     -12.70559       0.88346
     -12.70159       0.90310
     -12.69759       0.92400
     -12.69359       0.94171
     -12.68959       0.95642
     -12.68559       0.97026
     -12.68159       0.98511
     -12.67759       0.99841
     -12.67359       1.00996
     -12.66959       1.02204
     -12.66559       1.03437
     -12.66159       1.04701
     -12.65759       1.06045
     -12.65359       1.07544
     -12.64959       1.09134
     -12.64559       1.10678
     -12.64159       1.12162
     -12.63759       1.13634
     -12.63359       1.15119
     -12.62959       1.16610
     -12.62559       1.18086
     -12.62159       1.19531
     -12.61759       1.20896
     -12.61359       1.22207
     -12.60959       1.23529
     -12.60559       1.24864
     -12.60159       1.26212
     -12.59759       1.27573
     -12.59359       1.28938
     -12.58959       1.30297
     -12.58559       1.31642
     -12.58159       1.32999
     -12.57759       1.34363
     -12.57359       1.35702
     -12.56959       1.37018
     -12.56559       1.38324
     -12.56159       1.39619
     -12.55759       1.40905
     -12.55359       1.42180
     -12.54959       1.43446
     -12.54559       1.44700
     -12.54159       1.45933
     -12.53759       1.47154
     -12.53359       1.48381
     -12.52959       1.49619
     -12.52559       1.50904
     -12.52159       1.52207
     -12.51759       1.53465
     -12.51359       1.54678
     -12.50959       1.55853
     -12.50559       1.57022
     -12.50159       1.58212
     -12.49759       1.59246
     -12.49359       1.59956
     -12.48959       1.60510
     -12.48559       1.61066
     -12.48159       1.61622
     -12.47759       1.62176
     -12.47359       1.62731
     -12.46959       1.63294
     -12.46559       1.63909
     -12.46159       1.64650
     -12.45759       1.65534
     -12.45359       1.66497
     -12.44959       1.67443
     -12.44559       1.68364
     -12.44159       1.69307
     -12.43759       1.70271
     -12.43359       1.71256
     -12.42959       1.72255
     -12.42559       1.73254
     -12.42159       1.74244
     -12.41759       1.75224
     -12.41359       1.76201
     -12.40959       1.77184
     -12.40559       1.78177
     -12.40159       1.79179
     -12.39759       1.80191
     -12.39359       1.81213
     -12.38959       1.82245
     -12.38559       1.83283
     -12.38159       1.84320
     -12.37759       1.85354
     -12.37359       1.86389
     -12.36959       1.87428
     -12.36559       1.88470
     -12.36159       1.89518
     -12.35759       1.90571
     -12.35359       1.91631
     -12.34959       1.92699
     -12.34559       1.93775
     -12.34159       1.94859
     -12.33759       1.95951
     -12.33359       1.97052
     -12.32959       1.98161
     -12.32559       1.99274
     -12.32159       2.00389
     -12.31759       2.01505
     -12.31359       2.02624
     -12.30959       2.03749
     -12.30559       2.04880
     -12.30159       2.06018
     -12.29759       2.07162
     -12.29359       2.08313
     -12.28959       2.09470
     -12.28559       2.10634
     -12.28159       2.11804
     -12.27759       2.12982
     -12.27359       2.14167
     -12.26959       2.15360
     -12.26559       2.16563
     -12.26159       2.17777
     -12.25759       2.19000
     -12.25359       2.20229
     -12.24959       2.21465
     -12.24559       2.22708
     -12.24159       2.23958
     -12.23759       2.25215
     -12.23359       2.26480
     -12.22959       2.27754
     -12.22559       2.29035
     -12.22159       2.30325
     -12.21759       2.31623
     -12.21359       2.32929
     -12.20959       2.34243
     -12.20559       2.35565
     -12.20159       2.36896
     -12.19759       2.38234
     -12.19359       2.39581
     -12.18959       2.40942
     -12.18559       2.42320
     -12.18159       2.43712
     -12.17759       2.45117
     -12.17359       2.46535
     -12.16959       2.47964
     -12.16559       2.49404
     -12.16159       2.50857
     -12.15759       2.52321
     -12.15359       2.53797
     -12.14959       2.55284
     -12.14559       2.56783
     -12.14159       2.58293
     -12.13759       2.59815
     -12.13359       2.61348
     -12.12959       2.62893
     -12.12559       2.64449
     -12.12159       2.66018
     -12.11759       2.67603
     -12.11359       2.69214
     -12.10959       2.70853
     -12.10559       2.72513
     -12.10159       2.74194
     -12.09759       2.75895
     -12.09359       2.77617
     -12.08959       2.79360
     -12.08559       2.81124
     -12.08159       2.82908
     -12.07759       2.84712
     -12.07359       2.86537
     -12.06959       2.88380
     -12.06559       2.90244
     -12.06159       2.92129
     -12.05759       2.94034
     -12.05359       2.95960
     -12.04959       2.97926
     -12.04559       2.99947
     -12.04159       3.02016
     -12.03759       3.04126
     -12.03359       3.06279
     -12.02959       3.08473
     -12.02559       3.10710
     -12.02159       3.12989
     -12.01759       3.15314
     -12.01359       3.17684
     -12.00959       3.20104
     -12.00559       3.22578
     -12.00159       3.25112
     -11.99759       3.27706
     -11.99359       3.30381
     -11.98959       3.33195
     -11.98559       3.36179
     -11.98159       3.39334
     -11.97759       3.42684
     -11.97359       3.46266
     -11.96959       3.50256
     -11.96559       3.55205
     -11.96159       3.60003
     -11.95759       3.64073
     -11.95359       3.67881
     -11.94959       3.71387
     -11.94559       3.74930
     -11.94159       3.78283
     -11.93759       3.81432
     -11.93359       3.84512
     -11.92959       3.87527
     -11.92559       3.90415
     -11.92159       3.93220
     -11.91759       3.96041
     -11.91359       3.98910
     -11.90959       4.01778
     -11.90559       4.04557
     -11.90159       4.07256
     -11.89759       4.09859
     -11.89359       4.12442
     -11.88959       4.15156
     -11.88559       4.17831
     -11.88159       4.20356
     -11.87759       4.22235
     -11.87359       4.23328
     -11.86959       4.24269
     -11.86559       4.25219
     -11.86159       4.26178
     -11.85759       4.27146
     -11.85359       4.28123
     -11.84959       4.29122
     -11.84559       4.30149
     -11.84159       4.31197
     -11.83759       4.32265
     -11.83359       4.33351
     -11.82959       4.34454
     -11.82559       4.35575
     -11.82159       4.36713
     -11.81759       4.37868
     -11.81359       4.39040
     -11.80959       4.40229
     -11.80559       4.41435
     -11.80159       4.42658
     -11.79759       4.43898
     -11.79359       4.45157
     -11.78959       4.46434
     -11.78559       4.47729
     -11.78159       4.49060
     -11.77759       4.50447
     -11.77359       4.51884
     -11.76959       4.53365
     -11.76559       4.54890
     -11.76159       4.56458
     -11.75759       4.58071
     -11.75359       4.59729
     -11.74959       4.61433
     -11.74559       4.63184
     -11.74159       4.64987
     -11.73759       4.66848
     -11.73359       4.68769
     -11.72959       4.70748
     -11.72559       4.72796
     -11.72159       4.75003
     -11.71759       4.77448
     -11.71359       4.80153
     -11.70959       4.83248
     -11.70559       4.87491
     -11.70159       4.91855
     -11.69759       4.95165
     -11.69359       4.97879
     -11.68959       5.00324
     -11.68559       5.02815
     -11.68159       5.05244
     -11.67759       5.07567
     -11.67359       5.09834
     -11.66959       5.12059
     -11.66559       5.14204
     -11.66159       5.16201
     -11.65759       5.18080
     -11.65359       5.19946
     -11.64959       5.21792
     -11.64559       5.23611
     -11.64159       5.25464
     -11.63759       5.27324
     -11.63359       5.29099
     -11.62959       5.30789
     -11.62559       5.32409
     -11.62159       5.34012
     -11.61759       5.35700
     -11.61359       5.37353
     -11.60959       5.38866
     -11.60559       5.39768
     -11.60159       5.39928
     -11.59759       5.39928
     -11.59359       5.39928
     -11.58959       5.39928
     -11.58559       5.39928
     -11.58159       5.39928
     -11.57759       5.39928
     -11.57359       5.39928
     -11.56959       5.39928
     -11.56559       5.39928
     -11.56159       5.39928
     -11.55759       5.39928
     -11.55359       5.39928
     -11.54959       5.39928
     -11.54559       5.39928
     -11.54159       5.39928
     -11.53759       5.39928
     -11.53359       5.39928
     -11.52959       5.39928
     -11.52559       5.39928
     -11.52159       5.39928
     -11.51759       5.39928
     -11.51359       5.39928
     -11.50959       5.39928
     -11.50559       5.39928
     -11.50159       5.39928
     -11.49759       5.39928
     -11.49359       5.39928
     -11.48959       5.39928
     -11.48559       5.39928
     -11.48159       5.39928
     -11.47759       5.39928
     -11.47359       5.39928
     -11.46959       5.39928
     -11.46559       5.39928
     -11.46159       5.39928
     -11.45759       5.39928
     -11.45359       5.39928
     -11.44959       5.39928
     -11.44559       5.39928
     -11.44159       5.39928
     -11.43759       5.39928
     -11.43359       5.39928
     -11.42959       5.39928
     -11.42559       5.39928
     -11.42159       5.39928
     -11.41759       5.39928
     -11.41359       5.39928
     -11.40959       5.39928
     -11.40559       5.39928
     -11.40159       5.39928
     -11.39759       5.39928
     -11.39359       5.39928
     -11.38959       5.39928
     -11.38559       5.39928
     -11.38159       5.39928
     -11.37759       5.39928
     -11.37359       5.39928
     -11.36959       5.39928
     -11.36559       5.39928
     -11.36159       5.39928
     -11.35759       5.39928
     -11.35359       5.39928
     -11.34959       5.39928
     -11.34559       5.39928
     -11.34159       5.39928
     -11.33759       5.39928
     -11.33359       5.39928
     -11.32959       5.39928
     -11.32559       5.39928
     -11.32159       5.39928
     -11.31759       5.39928
     -11.31359       5.39928
     -11.30959       5.39928
     -11.30559       5.39928
     -11.30159       5.39928
     -11.29759       5.39928
     -11.29359       5.39928
     -11.28959       5.39928
     -11.28559       5.39928
     -11.28159       5.39928
     -11.27759       5.39928
     -11.27359       5.39928
     -11.26959       5.39928
     -11.26559       5.39928
     -11.26159       5.39928
     -11.25759       5.39928
     -11.25359       5.39928
     -11.24959       5.39928
     -11.24559       5.39928
     -11.24159       5.39928
     -11.23759       5.39928
     -11.23359       5.39928
     -11.22959       5.39928
     -11.22559       5.39928
     -11.22159       5.39928
     -11.21759       5.39928
     -11.21359       5.39928
     -11.20959       5.39928
     -11.20559       5.39928
     -11.20159       5.39928
     -11.19759       5.39928
     -11.19359       5.39928
     -11.18959       5.39928
     -11.18559       5.39928
     -11.18159       5.39928
     -11.17759       5.39928
     -11.17359       5.39928
     -11.16959       5.39928
     -11.16559       5.39928
     -11.16159       5.39928
     -11.15759       5.39928
     -11.15359       5.39928
     -11.14959       5.39928
     -11.14559       5.39928
     -11.14159       5.39928
     -11.13759       5.39928
     -11.13359       5.39928
     -11.12959       5.39928
     -11.12559       5.39928
     -11.12159       5.39928
     -11.11759       5.39928
     -11.11359       5.39928
     -11.10959       5.39928
     -11.10559       5.39928
     -11.10159       5.39928
     -11.09759       5.39928
     -11.09359       5.39928
     -11.08959       5.39928
     -11.08559       5.39928
     -11.08159       5.39928
     -11.07759       5.39928
     -11.07359       5.39928
     -11.06959       5.39928
     -11.06559       5.39928
     -11.06159       5.39928
     -11.05759       5.39928
     -11.05359       5.39928
     -11.04959       5.39928
     -11.04559       5.39928
     -11.04159       5.39928
     -11.03759       5.39928
     -11.03359       5.39928
     -11.02959       5.39928
     -11.02559       5.39928
     -11.02159       5.39928
     -11.01759       5.39928
     -11.01359       5.39928
     -11.00959       5.39928
     -11.00559       5.39928
     -11.00159       5.39928
     -10.99759       5.39928
     -10.99359       5.39928
     -10.98959       5.39928
     -10.98559       5.39928
     -10.98159       5.39928
     -10.97759       5.39928
     -10.97359       5.39928
     -10.96959       5.39928
     -10.96559       5.39928
     -10.96159       5.39928
     -10.95759       5.39928
     -10.95359       5.39928
     -10.94959       5.39928
     -10.94559       5.39928
     -10.94159       5.39928
     -10.93759       5.39928
     -10.93359       5.39928
     -10.92959       5.39928
     -10.92559       5.39928
     -10.92159       5.39928
     -10.91759       5.39928
     -10.91359       5.39928
     -10.90959       5.39928
     -10.90559       5.39928
     -10.90159       5.39928
     -10.89759       5.39928
     -10.89359       5.39928
     -10.88959       5.39928
     -10.88559       5.39928
     -10.88159       5.39928
     -10.87759       5.39928
     -10.87359       5.39928
     -10.86959       5.39928
     -10.86559       5.39928
     -10.86159       5.39928
     -10.85759       5.39928
     -10.85359       5.39928
     -10.84959       5.39928
     -10.84559       5.39928
     -10.84159       5.39928
     -10.83759       5.39928
     -10.83359       5.39928
     -10.82959       5.39928
     -10.82559       5.39928
     -10.82159       5.39928
     -10.81759       5.39928
     -10.81359       5.39928
     -10.80959       5.39928
     -10.80559       5.39928
     -10.80159       5.39928
     -10.79759       5.39928
     -10.79359       5.39928
     -10.78959       5.39928
     -10.78559       5.39928
     -10.78159       5.39928
     -10.77759       5.39928
     -10.77359       5.39928
     -10.76859       5.39928
     -10.76459       5.39928
     -10.76059       5.39928
     -10.75659       5.39928
     -10.75259       5.39928
     -10.74859       5.39928
     -10.74459       5.39928
     -10.74059       5.39928
     -10.73659       5.39928
     -10.73259       5.39928
     -10.72859       5.39928
     -10.72459       5.39928
     -10.72059       5.39928
     -10.71659       5.39928
     -10.71259       5.39928
     -10.70859       5.39928
     -10.70459       5.39928
     -10.70059       5.39928
     -10.69659       5.39928
     -10.69259       5.39928
     -10.68859       5.39928
     -10.68459       5.39928
     -10.68059       5.39928
     -10.67659       5.39928
     -10.67259       5.39928
     -10.66859       5.39928
     -10.66459       5.39928
     -10.66059       5.39928
     -10.65659       5.39928
     -10.65259       5.39928
     -10.64859       5.39928
     -10.64459       5.39928
     -10.64059       5.39928
     -10.63659       5.39928
     -10.63259       5.39928
     -10.62859       5.39928
     -10.62459       5.39928
     -10.62059       5.39928
     -10.61659       5.39928
     -10.61259       5.39928
     -10.60859       5.39928
     -10.60459       5.39928
     -10.60059       5.39928
     -10.59659       5.39928
     -10.59259       5.39928
     -10.58859       5.39928
     -10.58459       5.39928
     -10.58059       5.39928
     -10.57659       5.39928
     -10.57259       5.39928
     -10.56859       5.39928
     -10.56459       5.39928
     -10.56059       5.39928
     -10.55659       5.39928
     -10.55259       5.39928
     -10.54859       5.39928
     -10.54459       5.39928
     -10.54059       5.39928
     -10.53659       5.39928
     -10.53259       5.39928
     -10.52859       5.39928
     -10.52459       5.39928
     -10.52059       5.39928
     -10.51659       5.39928
     -10.51259       5.39928
     -10.50859       5.39928
     -10.50459       5.39928
     -10.50059       5.39928
     -10.49659       5.39928
     -10.49259       5.39928
     -10.48859       5.39928
     -10.48459       5.39928
     -10.48059       5.39928
     -10.47659       5.39928
     -10.47259       5.39928
     -10.46859       5.39928
     -10.46459       5.39928
     -10.46059       5.39928
     -10.45659       5.39928
     -10.45259       5.39928
     -10.44859       5.39928
     -10.44459       5.39928
     -10.44059       5.39928
     -10.43659       5.39928
     -10.43259       5.39928
     -10.42859       5.39928
     -10.42459       5.39928
     -10.42059       5.39928
     -10.41659       5.39928
     -10.41259       5.39928
     -10.40859       5.39928
     -10.40459       5.39928
     -10.40059       5.39928
     -10.39659       5.39928
     -10.39259       5.39928
     -10.38859       5.39928
     -10.38459       5.39928
     -10.38059       5.39928
     -10.37659       5.39928
     -10.37259       5.39928
     -10.36859       5.39928
     -10.36459       5.39928
     -10.36059       5.39928
     -10.35659       5.39928
     -10.35259       5.39928
     -10.34859       5.39928
     -10.34459       5.39928
     -10.34059       5.39928
     -10.33659       5.39928
     -10.33259       5.39928
     -10.32859       5.39928
     -10.32459       5.39928
     -10.32059       5.39928
     -10.31659       5.39928
     -10.31259       5.39928
     -10.30859       5.39928
     -10.30459       5.39928
     -10.30059       5.39928
     -10.29659       5.39928
     -10.29259       5.39928
     -10.28859       5.39928
     -10.28459       5.39928
     -10.28059       5.39928
     -10.27659       5.39928
     -10.27259       5.39928
     -10.26859       5.39928
     -10.26459       5.39928
     -10.26059       5.39928
     -10.25659       5.39928
     -10.25259       5.39928
     -10.24859       5.39928
     -10.24459       5.39928
     -10.24059       5.39928
     -10.23659       5.39928
     -10.23259       5.39928
     -10.22859       5.39928
     -10.22459       5.39928
     -10.22059       5.39928
     -10.21659       5.39928
     -10.21259       5.39928
     -10.20859       5.39928
     -10.20459       5.39928
     -10.20059       5.39928
     -10.19659       5.39928
     -10.19259       5.39928
     -10.18859       5.39928
     -10.18459       5.39928
     -10.18059       5.39928
     -10.17659       5.39928
     -10.17259       5.39928
     -10.16859       5.39928
     -10.16459       5.39928
     -10.16059       5.39928
     -10.15659       5.39928
     -10.15259       5.39928
     -10.14859       5.39928
     -10.14459       5.39928
     -10.14059       5.39928
     -10.13659       5.39928
     -10.13259       5.39928
     -10.12859       5.39928
     -10.12459       5.39928
     -10.12059       5.39928
     -10.11659       5.39928
     -10.11259       5.39928
     -10.10859       5.39928
     -10.10459       5.39928
     -10.10059       5.39928
     -10.09659       5.39928
     -10.09259       5.39928
     -10.08859       5.39928
     -10.08459       5.39928
     -10.08059       5.39928
     -10.07659       5.39928
     -10.07259       5.39928
     -10.06859       5.39928
     -10.06459       5.39928
     -10.06059       5.39928
     -10.05659       5.39928
     -10.05259       5.39928
     -10.04859       5.39928
     -10.04459       5.39928
     -10.04059       5.39928
     -10.03659       5.39928
     -10.03259       5.39928
     -10.02859       5.39928
     -10.02459       5.39928
     -10.02059       5.39928
     -10.01659       5.39928
     -10.01259       5.39928
     -10.00859       5.39928
     -10.00459       5.39928
     -10.00059       5.39928
      -9.99659       5.39928
      -9.99259       5.39928
      -9.98859       5.39928
      -9.98459       5.39928
      -9.98059       5.39928
      -9.97659       5.39928
      -9.97259       5.39928
      -9.96859       5.39928
      -9.96459       5.39928
      -9.96059       5.39928
      -9.95659       5.39928
      -9.95259       5.39928
      -9.94859       5.39928
      -9.94459       5.39928
      -9.94059       5.39928
      -9.93659       5.39928
      -9.93259       5.39928
      -9.92859       5.39928
      -9.92459       5.39928
      -9.92059       5.39928
      -9.91659       5.39928
      -9.91259       5.39928
      -9.90859       5.39928
      -9.90459       5.39928
      -9.90059       5.39928
      -9.89659       5.39928
      -9.89259       5.39928
      -9.88859       5.39928
      -9.88459       5.39928
      -9.88059       5.39928
      -9.87659       5.39928
      -9.87259       5.39928
      -9.86859       5.39928
      -9.86459       5.39928
      -9.86059       5.39928
      -9.85659       5.39928
      -9.85259       5.39928
      -9.84859       5.39928
      -9.84459       5.39928
      -9.84059       5.39928
      -9.83659       5.39928
      -9.83259       5.39928
      -9.82859       5.39928
      -9.82459       5.39928
      -9.82059       5.39928
      -9.81659       5.39928
      -9.81259       5.39928
      -9.80859       5.39928
      -9.80459       5.39928
      -9.80059       5.39928
      -9.79659       5.39928
      -9.79259       5.39928
      -9.78859       5.39928
      -9.78459       5.39928
      -9.78059       5.39928
      -9.77659       5.39928
      -9.77259       5.39928
      -9.76859       5.39928
      -9.76459       5.39928
      -9.76059       5.39928
      -9.75659       5.39928
      -9.75259       5.39928
      -9.74859       5.39928
      -9.74459       5.39928
      -9.74059       5.39928
      -9.73659       5.39928
      -9.73259       5.39928
      -9.72859       5.39928
      -9.72459       5.39928
      -9.72059       5.39928
      -9.71659       5.39928
      -9.71259       5.39928
      -9.70859       5.39928
      -9.70459       5.39928
      -9.70059       5.39928
      -9.69659       5.39928
      -9.69259       5.39928
      -9.68859       5.39928
      -9.68459       5.39928
      -9.68059       5.39928
      -9.67659       5.39928
      -9.67259       5.39928
      -9.66859       5.39928
      -9.66459       5.39928
      -9.66059       5.39928
      -9.65659       5.39928
      -9.65259       5.39928
      -9.64859       5.39928
      -9.64459       5.39928
      -9.64059       5.39928
      -9.63659       5.39928
      -9.63259       5.39928
      -9.62859       5.39928
      -9.62459       5.39928
      -9.62059       5.39928
      -9.61659       5.39928
      -9.61259       5.39928
      -9.60859       5.39928
      -9.60459       5.39928
      -9.60059       5.39928
      -9.59659       5.39928
      -9.59259       5.39928
      -9.58859       5.39928
      -9.58459       5.39928
      -9.58059       5.39928
      -9.57659       5.39928
      -9.57259       5.39928
      -9.56859       5.39928
      -9.56459       5.39928
      -9.56059       5.39928
      -9.55659       5.39928
      -9.55259       5.39928
      -9.54859       5.39928
      -9.54459       5.39928
      -9.54059       5.39928
      -9.53659       5.39928
      -9.53259       5.39928
      -9.52859       5.39928
      -9.52459       5.39928
      -9.52059       5.39928
      -9.51659       5.39928
      -9.51259       5.39928
      -9.50859       5.39928
      -9.50459       5.39928
      -9.50059       5.39928
      -9.49659       5.39928
      -9.49259       5.39928
      -9.48859       5.39928
      -9.48459       5.39928
      -9.48059       5.39928
      -9.47659       5.39928
      -9.47259       5.39928
      -9.46859       5.39928
      -9.46459       5.39928
      -9.46059       5.39928
      -9.45659       5.39928
      -9.45259       5.39928
      -9.44859       5.39928
      -9.44459       5.39928
      -9.44059       5.39928
      -9.43659       5.39928
      -9.43259       5.39928
      -9.42859       5.39928
      -9.42459       5.39928
      -9.42059       5.39928
      -9.41659       5.39928
      -9.41259       5.39928
      -9.40859       5.39928
      -9.40459       5.39928
      -9.40059       5.39928
      -9.39659       5.39928
      -9.39259       5.39928
      -9.38859       5.39928
      -9.38459       5.39928
      -9.38059       5.39928
      -9.37659       5.39928
      -9.37259       5.39928
      -9.36859       5.39928
      -9.36459       5.39928
      -9.36059       5.39928
      -9.35659       5.39928
      -9.35259       5.39928
      -9.34859       5.39928
      -9.34459       5.39928
      -9.34059       5.39928
      -9.33659       5.39928
      -9.33259       5.39928
      -9.32859       5.39928
      -9.32459       5.39928
      -9.32059       5.39928
      -9.31659       5.39928
      -9.31259       5.39928
      -9.30859       5.39928
      -9.30459       5.39928
      -9.30059       5.39928
      -9.29659       5.39928
      -9.29259       5.39928
      -9.28859       5.39928
      -9.28459       5.39928
      -9.28059       5.39928
      -9.27659       5.39928
      -9.27259       5.39928
      -9.26859       5.39928
      -9.26459       5.39928
      -9.26059       5.39928
      -9.25659       5.39928
      -9.25259       5.39928
      -9.24859       5.39928
      -9.24459       5.39928
      -9.24059       5.39928
      -9.23659       5.39928
      -9.23259       5.39928
      -9.22859       5.39928
      -9.22459       5.39928
      -9.22059       5.39928
      -9.21659       5.39928
      -9.21259       5.39928
      -9.20859       5.39928
      -9.20459       5.39928
      -9.20059       5.39928
      -9.19659       5.39928
      -9.19259       5.39928
      -9.18859       5.39928
      -9.18459       5.39928
      -9.18059       5.39928
      -9.17659       5.39928
      -9.17259       5.39928
      -9.16859       5.39928
      -9.16459       5.39928
      -9.16059       5.39928
      -9.15659       5.39928
      -9.15259       5.39928
      -9.14859       5.39928
      -9.14459       5.39928
      -9.14059       5.39928
      -9.13659       5.39928
      -9.13259       5.39928
      -9.12859       5.39928
      -9.12459       5.39928
      -9.12059       5.39928
      -9.11659       5.39928
      -9.11259       5.39928
      -9.10859       5.39928
      -9.10459       5.39928
      -9.10059       5.39928
      -9.09659       5.39928
      -9.09259       5.39928
      -9.08859       5.39928
      -9.08459       5.39928
      -9.08059       5.39928
      -9.07659       5.39928
      -9.07259       5.39928
      -9.06859       5.39928
      -9.06459       5.39928
      -9.06059       5.39928
      -9.05659       5.39928
      -9.05259       5.39928
      -9.04859       5.39928
      -9.04459       5.39928
      -9.04059       5.39928
      -9.03659       5.39928
      -9.03259       5.39928
      -9.02859       5.39928
      -9.02459       5.39928
      -9.02059       5.39928
      -9.01659       5.39928
      -9.01259       5.39928
      -9.00859       5.39928
      -9.00459       5.39928
      -9.00059       5.39928
      -8.99659       5.39928
      -8.99259       5.39928
      -8.98859       5.39928
      -8.98459       5.39928
      -8.98059       5.39928
      -8.97659       5.39928
      -8.97259       5.39928
      -8.96859       5.39928
      -8.96459       5.39928
      -8.96059       5.39928
      -8.95659       5.39928
      -8.95259       5.39928
      -8.94859       5.39928
      -8.94459       5.39928
      -8.94059       5.39928
      -8.93659       5.39928
      -8.93259       5.39928
      -8.92859       5.39928
      -8.92459       5.39928
      -8.92059       5.39928
      -8.91659       5.39928
      -8.91259       5.39928
      -8.90859       5.39928
      -8.90459       5.39928
      -8.90059       5.39928
      -8.89659       5.39928
      -8.89259       5.39928
      -8.88859       5.39928
      -8.88459       5.39928
      -8.88059       5.39928
      -8.87659       5.39928
      -8.87259       5.39928
      -8.86859       5.39928
      -8.86459       5.39928
      -8.86059       5.39928
      -8.85659       5.39928
      -8.85259       5.39928
      -8.84859       5.39928
      -8.84459       5.39928
      -8.84059       5.39928
      -8.83659       5.39928
      -8.83259       5.39928
      -8.82859       5.39928
      -8.82459       5.39928
      -8.82059       5.39928
      -8.81659       5.39928
      -8.81259       5.39928
      -8.80859       5.39928
      -8.80459       5.39928
      -8.80059       5.39928
      -8.79659       5.39928
      -8.79259       5.39928
      -8.78859       5.39928
      -8.78459       5.39928
      -8.78059       5.39928
      -8.77659       5.39928
      -8.77259       5.39928
      -8.76859       5.39928
      -8.76459       5.39928
      -8.76059       5.39928
      -8.75659       5.39928
      -8.75259       5.39928
      -8.74859       5.39928
      -8.74459       5.39928
      -8.74059       5.39928
      -8.73659       5.39928
      -8.73259       5.39928
      -8.72859       5.39928
      -8.72459       5.39928
      -8.72059       5.39928
      -8.71659       5.39928
      -8.71259       5.39928
      -8.70859       5.39928
      -8.70459       5.39928
      -8.70059       5.39928
      -8.69659       5.39928
      -8.69259       5.39928
      -8.68859       5.39928
      -8.68459       5.39928
      -8.68059       5.39928
      -8.67659       5.39928
      -8.67259       5.39928
      -8.66859       5.39928
      -8.66459       5.39928
      -8.66059       5.39928
      -8.65659       5.39928
      -8.65259       5.39928
      -8.64859       5.39928
      -8.64459       5.39928
      -8.64059       5.39928
      -8.63659       5.39928
      -8.63259       5.39928
      -8.62859       5.39928
      -8.62459       5.39928
      -8.62059       5.39928
      -8.61659       5.39928
