#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.4406  -17.4388  -17.4227  -17.4056  -17.2980  -17.2838  -17.2655  -17.2029  -17.1969  -17.1774  -17.1585  -14.9805  -13.6476  -13.5339  -13.3166   -8.3532   -8.2595   -8.2396   -8.2211   -8.1703   -7.4859   -6.6036   -4.9574   -4.5677   -3.7506   -3.4458   -3.0852   -2.4862   -2.2634   -1.9588   -1.6207   -0.9519    3.9481    4.1623    5.0192    5.8779    6.0619    6.2182    6.8716    7.2557    7.5321    8.1670    8.9552    9.5645    9.6240   10.2570   10.6929   11.1490   11.2510
  0.4847  -17.4402  -17.4228  -17.4024  -17.3030  -17.2846  -17.2659  -17.2025  -17.1963  -17.1773  -17.1587  -14.8950  -13.7012  -13.5656  -13.3363   -8.3601   -8.2521   -8.2373   -8.2219   -8.1682   -7.4723   -6.6717   -5.0606   -4.6032   -3.6489   -3.4145   -2.9858   -2.4490   -2.1921   -1.9572   -1.6557   -0.9777    4.0055    4.1722    4.8880    5.9422    6.1846    6.2578    6.9753    7.2489    7.5789    8.2112    8.7712    9.4424    9.5793   10.1959   10.5932   11.0726   11.2062
  0.5287  -17.4413  -17.4229  -17.3988  -17.3081  -17.2851  -17.2662  -17.2021  -17.1958  -17.1771  -17.1588  -14.8054  -13.7550  -13.5948  -13.3603   -8.3663   -8.2494   -8.2363   -8.2192   -8.1664   -7.4547   -6.7371   -5.1877   -4.5851   -3.7399   -3.2214   -2.8908   -2.4279   -2.1300   -1.9563   -1.6253   -1.0036    4.0078    4.1627    4.7776    6.0066    6.2535    6.3570    7.0513    7.2261    7.6039    8.2689    8.6047    9.2941    9.5487   10.1065   10.5197   11.0415   11.1757
  0.5728  -17.4425  -17.4231  -17.3951  -17.3136  -17.2856  -17.2666  -17.2017  -17.1952  -17.1770  -17.1589  -14.7131  -13.8089  -13.6206  -13.3882   -8.3716   -8.2507   -8.2385   -8.2126   -8.1651   -7.4323   -6.7982   -5.3197   -4.5325   -3.8697   -3.0239   -2.7983   -2.4530   -2.0795   -1.8971   -1.5685   -1.0282    3.9469    4.1129    4.7288    6.0726    6.3032    6.4730    7.0903    7.1872    7.6255    8.2577    8.5341    9.1654    9.4878    9.9829   10.4824   11.0374   11.1656
  0.6169  -17.4435  -17.4233  -17.3912  -17.3189  -17.2859  -17.2668  -17.2013  -17.1948  -17.1768  -17.1591  -14.6192  -13.8632  -13.6423  -13.4188   -8.3760   -8.2558   -8.2402   -8.2056   -8.1640   -7.4049   -6.8537   -5.4448   -4.4599   -3.9919   -2.9380   -2.6786   -2.4539   -2.0480   -1.7890   -1.5074   -1.0501    3.8257    4.0292    4.7472    6.1304    6.3547    6.5947    7.0887    7.1422    7.6589    8.1692    8.5374    9.0870    9.3930    9.8440   10.4824   11.0257   11.1698
  0.6609  -17.4444  -17.4236  -17.3875  -17.3241  -17.2862  -17.2672  -17.2011  -17.1945  -17.1768  -17.1592  -14.5254  -13.9188  -13.6593  -13.4506   -8.3797   -8.2634   -8.2407   -8.1996   -8.1634   -7.3737   -6.9029   -5.5567   -4.3866   -4.0808   -3.0049   -2.5490   -2.3547   -2.0379   -1.6680   -1.4506   -1.0684    3.6642    3.9393    4.8016    6.1658    6.4186    6.7119    7.0602    7.1051    7.6978    8.0630    8.5403    9.0653    9.2764    9.7071   10.5113   10.9829   11.1775
  0.7050  -17.4449  -17.4237  -17.3837  -17.3287  -17.2863  -17.2672  -17.2008  -17.1940  -17.1766  -17.1593  -14.4330  -13.9768  -13.6716  -13.4809   -8.3824   -8.2711   -8.2407   -8.1948   -8.1627   -7.3410   -6.9446   -5.6501   -4.3548   -4.0923   -3.1375   -2.4486   -2.1990   -2.0474   -1.5581   -1.3999   -1.0821    3.4991    3.8565    4.8655    6.1786    6.4983    6.7910    7.0434    7.0976    7.7255    7.9559    8.5447    9.0866    9.1549    9.5883   10.5501   10.9267   11.1775
  0.7490  -17.4455  -17.4239  -17.3807  -17.3326  -17.2865  -17.2674  -17.2008  -17.1939  -17.1766  -17.1595  -14.3437  -14.0386  -13.6792  -13.5066   -8.3844   -8.2778   -8.2406   -8.1916   -8.1625   -7.3108   -6.9780   -5.7212   -4.3778   -4.0168   -3.2850   -2.3621   -2.0784   -2.0545   -1.4760   -1.3574   -1.0912    3.3590    3.7880    4.9219    6.1779    6.5791    6.7961    7.0205    7.1797    7.7085    7.8702    8.5562    9.0424    9.1291    9.4984   10.5567   10.9118   11.1627
  0.7931  -17.4457  -17.4240  -17.3784  -17.3352  -17.2865  -17.2674  -17.2007  -17.1937  -17.1765  -17.1595  -14.2590  -14.1054  -13.6831  -13.5241   -8.3855   -8.2822   -8.2404   -8.1896   -8.1622   -7.2886   -7.0004   -5.7656   -4.4066   -3.9170   -3.4172   -2.2882   -2.1152   -1.9618   -1.4282   -1.3266   -1.0956    3.2658    3.7425    4.9606    6.1738    6.6498    6.7660    6.9998    7.3066    7.6203    7.8414    8.5722    8.9605    9.1677    9.4480   10.5204   10.9740   11.1352
  0.8372  -17.4459  -17.4241  -17.3777  -17.3362  -17.2866  -17.2676  -17.2007  -17.1937  -17.1766  -17.1596  -14.1885  -14.1699  -13.6842  -13.5303   -8.3860   -8.2838   -8.2404   -8.1890   -8.1622   -7.2802   -7.0086   -5.7809   -4.4178   -3.8641   -3.4797   -2.2502   -2.1418   -1.9287   -1.4131   -1.3153   -1.0968    3.2328    3.7264    4.9742    6.1715    6.6890    6.7393    6.9910    7.3961    7.5397    7.8376    8.5797    8.9288    9.1822    9.4333   10.4978   11.0475   11.0929
  0.8372  -17.4459  -17.4241  -17.3777  -17.3362  -17.2866  -17.2676  -17.2007  -17.1937  -17.1766  -17.1596  -14.1885  -14.1699  -13.6842  -13.5303   -8.3860   -8.2838   -8.2404   -8.1890   -8.1622   -7.2802   -7.0086   -5.7809   -4.4178   -3.8641   -3.4797   -2.2502   -2.1418   -1.9287   -1.4131   -1.3153   -1.0968    3.2328    3.7264    4.9742    6.1715    6.6890    6.7393    6.9910    7.3961    7.5397    7.8376    8.5797    8.9288    9.1822    9.4333   10.4978   11.0475   11.0929
  0.8875  -17.4458  -17.4240  -17.3776  -17.3361  -17.2865  -17.2675  -17.2007  -17.1937  -17.1766  -17.1596  -14.1883  -14.1698  -13.6845  -13.5304   -8.3855   -8.2840   -8.2416   -8.1896   -8.1622   -7.2703   -7.0038   -5.8078   -4.4575   -3.8248   -3.4233   -2.2698   -2.1443   -1.9285   -1.4360   -1.3146   -1.1054    3.2595    3.7401    4.9538    6.1739    6.6457    6.7424    6.9742    7.4571    7.5219    7.8021    8.5485    8.9162    9.2396    9.4620   10.5211   11.0074   11.1026
  0.9378  -17.4458  -17.4240  -17.3777  -17.3362  -17.2867  -17.2676  -17.2007  -17.1937  -17.1765  -17.1595  -14.1877  -14.1696  -13.6852  -13.5308   -8.3842   -8.2848   -8.2447   -8.1911   -8.1621   -7.2423   -6.9910   -5.8794   -4.5511   -3.7155   -3.2796   -2.3290   -2.1528   -1.9285   -1.5016   -1.3133   -1.1283    3.3356    3.7774    4.8926    6.1794    6.5606    6.7497    6.9192    7.4736    7.6022    7.7200    8.4611    8.8742    9.3921    9.5460   10.5804   10.8834   11.2577
  0.9881  -17.4459  -17.4241  -17.3777  -17.3361  -17.2868  -17.2677  -17.2006  -17.1936  -17.1765  -17.1595  -14.1870  -14.1693  -13.6863  -13.5312   -8.3825   -8.2858   -8.2489   -8.1930   -8.1620   -7.2010   -6.9730   -5.9750   -4.6573   -3.5561   -3.0909   -2.4269   -2.1722   -1.9269   -1.5991   -1.3108   -1.1582    3.4515    3.8298    4.7925    6.1834    6.4906    6.7620    6.8372    7.4058    7.6390    7.7797    8.3382    8.7972    9.5984    9.6798   10.6478   10.7685   11.4867
  1.0384  -17.4459  -17.4241  -17.3776  -17.3361  -17.2868  -17.2678  -17.2007  -17.1936  -17.1765  -17.1595  -14.1863  -14.1690  -13.6873  -13.5316   -8.3806   -8.2869   -8.2533   -8.1948   -8.1619   -7.1551   -6.9546   -6.0703   -4.7485   -3.3683   -2.8877   -2.5598   -2.2124   -1.9216   -1.7090   -1.3072   -1.1872    3.5889    3.8837    4.6659    6.1815    6.4582    6.7450    6.7806    7.3247    7.5985    7.9620    8.2086    8.6872    9.8154    9.8513   10.6444   10.6873   11.7653
  1.0887  -17.4458  -17.4240  -17.3775  -17.3360  -17.2868  -17.2678  -17.2006  -17.1935  -17.1765  -17.1595  -14.1857  -14.1688  -13.6881  -13.5320   -8.3790   -8.2876   -8.2564   -8.1961   -8.1618   -7.1174   -6.9408   -6.1412   -4.8089   -3.1756   -2.7157   -2.6978   -2.2842   -1.9086   -1.8034   -1.3034   -1.2082    3.7151    3.9243    4.5449    6.1758    6.4612    6.6632    6.8025    7.2514    7.5987    8.1046    8.1299    8.5603    9.9962   10.0386   10.4985   10.6839   12.0693
  1.1390  -17.4457  -17.4239  -17.3775  -17.3359  -17.2868  -17.2678  -17.2006  -17.1935  -17.1765  -17.1594  -14.1855  -14.1687  -13.6883  -13.5321   -8.3785   -8.2878   -8.2576   -8.1965   -8.1618   -7.1025   -6.9356   -6.1678   -4.8300   -3.0532   -2.8253   -2.5941   -2.3452   -1.8920   -1.8503   -1.3017   -1.2161    3.7717    3.9394    4.4899    6.1727    6.4728    6.6249    6.8139    7.2205    7.6063    8.0624    8.2232    8.4798   10.0727   10.1614   10.3915   10.6705   12.2697
  1.1390  -17.4457  -17.4239  -17.3775  -17.3359  -17.2868  -17.2678  -17.2006  -17.1935  -17.1765  -17.1594  -14.1855  -14.1687  -13.6883  -13.5321   -8.3785   -8.2878   -8.2576   -8.1965   -8.1618   -7.1025   -6.9356   -6.1678   -4.8300   -3.0532   -2.8253   -2.5941   -2.3452   -1.8920   -1.8503   -1.3017   -1.2161    3.7717    3.9394    4.4899    6.1727    6.4728    6.6249    6.8139    7.2205    7.6063    8.0624    8.2232    8.4798   10.0727   10.1614   10.3915   10.6705   12.2697
  1.1846  -17.4456  -17.4239  -17.3779  -17.3354  -17.2866  -17.2677  -17.2006  -17.1936  -17.1764  -17.1594  -14.2312  -14.1277  -13.6886  -13.5280   -8.3796   -8.2906   -8.2545   -8.1966   -8.1618   -7.1301   -6.8973   -6.1544   -4.8207   -3.0695   -2.8619   -2.5737   -2.3380   -1.9022   -1.8625   -1.3047   -1.2201    3.7681    3.9567    4.5090    6.1625    6.4348    6.6023    6.8439    7.2588    7.5834    8.0680    8.2584    8.4928   10.0333   10.1426   10.3641   10.7021   12.1961
  1.2301  -17.4455  -17.4240  -17.3794  -17.3340  -17.2863  -17.2674  -17.2008  -17.1938  -17.1764  -17.1594  -14.2865  -14.0870  -13.6877  -13.5169   -8.3832   -8.2961   -8.2479   -8.1970   -8.1621   -7.1786   -6.8166   -6.1146   -4.7936   -3.1176   -2.9441   -2.5348   -2.3278   -1.9332   -1.8896   -1.3148   -1.2331    3.7639    4.0021    4.5639    6.1265    6.3617    6.5565    6.8954    7.3398    7.5439    8.0875    8.3330    8.5390    9.9381   10.0598   10.3327   10.7585   12.0912
  1.2757  -17.4451  -17.4241  -17.3815  -17.3319  -17.2857  -17.2670  -17.2011  -17.1941  -17.1764  -17.1593  -14.3421  -14.0569  -13.6818  -13.5013   -8.3889   -8.3014   -8.2413   -8.1976   -8.1626   -7.2219   -6.7191   -6.0497   -4.7498   -3.1973   -3.0382   -2.4992   -2.3413   -1.9781   -1.9135   -1.3343   -1.2558    3.7702    4.0667    4.6482    6.0630    6.2940    6.5178    6.9339    7.3573    7.5843    8.1197    8.3820    8.6466    9.8153    9.9242   10.3257   10.7985   12.0174
  1.3212  -17.4446  -17.4242  -17.3839  -17.3295  -17.2849  -17.2663  -17.2014  -17.1945  -17.1764  -17.1592  -14.3964  -14.0395  -13.6681  -13.4837   -8.3965   -8.3053   -8.2365   -8.1983   -8.1633   -7.2528   -6.6115   -5.9621   -4.6920   -3.3066   -3.1280   -2.4779   -2.3988   -2.0222   -1.9234   -1.3672   -1.2854    3.7934    4.1446    4.7523    5.9908    6.2371    6.4919    6.9588    7.3036    7.6992    8.1532    8.3767    8.8175    9.6794    9.7845   10.3336   10.8012   11.9713
  1.3667  -17.4438  -17.4243  -17.3862  -17.3269  -17.2839  -17.2654  -17.2018  -17.1950  -17.1763  -17.1590  -14.4480  -14.0340  -13.6464  -13.4657   -8.4054   -8.3076   -8.2345   -8.1988   -8.1642   -7.2695   -6.4955   -5.8550   -4.6243   -3.4357   -3.2117   -2.5052   -2.4699   -2.0589   -1.9199   -1.4191   -1.3132    3.8360    4.2319    4.8651    5.9315    6.1957    6.4634    6.9807    7.2472    7.8011    8.1696    8.3397    9.0236    9.5281    9.6936   10.3546   10.7543   11.9304
  1.4123  -17.4430  -17.4246  -17.3883  -17.3246  -17.2829  -17.2642  -17.2023  -17.1955  -17.1762  -17.1589  -14.4959  -14.0377  -13.6192  -13.4487   -8.4149   -8.3087   -8.2355   -8.1993   -8.1654   -7.2720   -6.3722   -5.7326   -4.5530   -3.5735   -3.2916   -2.6196   -2.5026   -2.0859   -1.9141   -1.4909   -1.3329    3.8987    4.3244    4.9729    5.8971    6.1773    6.4196    6.9988    7.2100    7.8401    8.1467    8.3236    9.2164    9.3971    9.6698   10.3874   10.6548   11.8363
  1.4578  -17.4421  -17.4252  -17.3903  -17.3226  -17.2820  -17.2630  -17.2028  -17.1961  -17.1761  -17.1587  -14.5390  -14.0471  -13.5897  -13.4332   -8.4245   -8.3089   -8.2391   -8.1997   -8.1666   -7.2621   -6.2425   -5.5995   -4.4879   -3.7115   -3.3658   -2.7401   -2.5584   -2.1067   -1.9138   -1.5758   -1.3433    3.9795    4.4182    5.0629    5.8936    6.1847    6.3643    6.9891    7.2079    7.7844    8.1107    8.3458    9.1798    9.4760    9.7304   10.4179   10.5248   11.7116
  1.5033  -17.4412  -17.4259  -17.3919  -17.3210  -17.2813  -17.2616  -17.2033  -17.1968  -17.1762  -17.1587  -14.5768  -14.0590  -13.5610  -13.4198   -8.4336   -8.3086   -8.2442   -8.2004   -8.1680   -7.2424   -6.1085   -5.4612   -4.4421   -3.8436   -3.4259   -2.8509   -2.6311   -2.1319   -1.9211   -1.6625   -1.3454    4.0754    4.5092    5.1276    5.9144    6.2015    6.3292    6.9384    7.2299    7.6794    8.0842    8.3748    9.0602    9.5744    9.9030   10.3157   10.5090   11.5907
  1.5489  -17.4401  -17.4267  -17.3930  -17.3197  -17.2807  -17.2601  -17.2038  -17.1974  -17.1761  -17.1585  -14.6085  -14.0711  -13.5351  -13.4086   -8.4417   -8.3079   -8.2498   -8.2010   -8.1693   -7.2170   -5.9738   -5.3233   -4.4299   -3.9654   -3.4602   -2.9446   -2.7085   -2.1734   -1.9354   -1.7360   -1.3417    4.1810    4.5933    5.1713    5.9338    6.1905    6.3672    6.8583    7.2387    7.5929    8.0611    8.3920    8.9582    9.6418   10.0667   10.1979   10.5547   11.4881
  1.5944  -17.4392  -17.4277  -17.3939  -17.3187  -17.2802  -17.2588  -17.2042  -17.1979  -17.1761  -17.1585  -14.6336  -14.0819  -13.5138  -13.3999   -8.4484   -8.3071   -8.2551   -8.2018   -8.1704   -7.1904   -5.8452   -5.1929   -4.4574   -4.0728   -3.4636   -3.0172   -2.7788   -2.2359   -1.9556   -1.7840   -1.3354    4.2874    4.6643    5.2040    5.9161    6.1924    6.4407    6.7730    7.2172    7.5500    8.0376    8.4014    8.8762    9.6985    9.9654   10.3343   10.6088   11.4055
  1.6399  -17.4383  -17.4286  -17.3945  -17.3180  -17.2798  -17.2576  -17.2045  -17.1984  -17.1761  -17.1584  -14.6519  -14.0903  -13.4979  -13.3936   -8.4534   -8.3064   -8.2594   -8.2024   -8.1713   -7.1671   -5.7335   -5.0776   -4.5156   -4.1584   -3.4473   -3.0658   -2.8311   -2.3099   -1.9764   -1.8075   -1.3291    4.3824    4.7171    5.2342    5.8665    6.2202    6.4721    6.7414    7.1813    7.5340    8.0074    8.4193    8.8118    9.6934    9.9163   10.4135   10.7048   11.3345
  1.6855  -17.4376  -17.4292  -17.3948  -17.3176  -17.2795  -17.2569  -17.2047  -17.1986  -17.1761  -17.1584  -14.6629  -14.0956  -13.4882  -13.3899   -8.4565   -8.3059   -8.2622   -8.2028   -8.1718   -7.1512   -5.6545   -4.9894   -4.5804   -4.2134   -3.4309   -3.0901   -2.8601   -2.3727   -1.9910   -1.8167   -1.3246    4.4501    4.7488    5.2597    5.8191    6.2482    6.4408    6.7805    7.1487    7.5279    7.9750    8.4482    8.7646    9.6313    9.9592   10.4109   10.8109   11.2751
  1.7310  -17.4375  -17.4295  -17.3949  -17.3174  -17.2795  -17.2566  -17.2048  -17.1988  -17.1762  -17.1584  -14.6666  -14.0974  -13.4849  -13.3886   -8.4576   -8.3057   -8.2632   -8.2030   -8.1720   -7.1456   -5.6255   -4.9527   -4.6119   -4.2323   -3.4250   -3.0967   -2.8687   -2.3982   -1.9963   -1.8190   -1.3231    4.4749    4.7590    5.2700    5.7996    6.2592    6.4195    6.8068    7.1341    7.5261    7.9601    8.4637    8.7450    9.6027    9.9866   10.3987   10.8553   11.2492
  1.7310  -17.4375  -17.4295  -17.3949  -17.3174  -17.2795  -17.2566  -17.2048  -17.1988  -17.1762  -17.1584  -14.6666  -14.0974  -13.4849  -13.3886   -8.4576   -8.3057   -8.2632   -8.2030   -8.1720   -7.1456   -5.6255   -4.9527   -4.6119   -4.2323   -3.4250   -3.0967   -2.8687   -2.3982   -1.9963   -1.8190   -1.3231    4.4749    4.7590    5.2700    5.7996    6.2592    6.4195    6.8068    7.1341    7.5261    7.9601    8.4637    8.7450    9.6027    9.9866   10.3987   10.8553   11.2492
  1.7753  -17.4373  -17.4294  -17.3953  -17.3168  -17.2794  -17.2567  -17.2048  -17.1987  -17.1762  -17.1583  -14.6871  -14.0759  -13.4832  -13.3874   -8.4557   -8.3068   -8.2621   -8.2031   -8.1722   -7.1497   -5.6576   -4.9289   -4.6107   -4.2194   -3.4205   -3.1396   -2.8249   -2.4250   -2.0028   -1.7959   -1.3113    4.4605    4.7292    5.2741    5.7862    6.2024    6.4370    6.7942    7.1359    7.5520    7.9677    8.5093    8.7711    9.5794   10.0230   10.3807   10.8536   11.2794
  1.8196  -17.4370  -17.4292  -17.3966  -17.3153  -17.2792  -17.2569  -17.2049  -17.1987  -17.1763  -17.1583  -14.7407  -14.0198  -13.4781  -13.3839   -8.4502   -8.3098   -8.2592   -8.2036   -8.1727   -7.1621   -5.7377   -4.8771   -4.6045   -4.1812   -3.4146   -3.2146   -2.7472   -2.4819   -2.0314   -1.7319   -1.2797    4.4140    4.6610    5.2860    5.7324    6.0491    6.4632    6.7816    7.1481    7.6171    7.9746    8.6327    8.8496    9.5437   10.0927   10.3360   10.8571   11.3579
  1.8639  -17.4366  -17.4288  -17.3985  -17.3127  -17.2789  -17.2572  -17.2050  -17.1987  -17.1765  -17.1583  -14.8127  -13.9436  -13.4698  -13.3782   -8.4414   -8.3137   -8.2553   -8.2044   -8.1736   -7.1828   -5.8378   -4.8306   -4.5868   -4.1205   -3.4320   -3.2697   -2.6831   -2.5253   -2.0783   -1.6464   -1.2355    4.3364    4.5913    5.3055    5.6273    5.8303    6.4943    6.7593    7.1695    7.7284    7.9607    8.7940    8.9634    9.5618   10.1201   10.3067   10.8858   11.4583
  1.9082  -17.4360  -17.4284  -17.4008  -17.3096  -17.2784  -17.2575  -17.2051  -17.1987  -17.1767  -17.1582  -14.8926  -13.8586  -13.4584  -13.3706   -8.4296   -8.3176   -8.2511   -8.2056   -8.1747   -7.2118   -5.9393   -4.8054   -4.5564   -4.0437   -3.4865   -3.2994   -2.6392   -2.5330   -2.1282   -1.5553   -1.1852    4.2429    4.5327    5.3248    5.4598    5.6180    6.5135    6.7247    7.1742    7.8408    7.9720    8.9494    9.0581    9.7046   10.0595   10.3386   10.9454   11.5552
  1.9525  -17.4353  -17.4279  -17.4034  -17.3060  -17.2776  -17.2579  -17.2053  -17.1988  -17.1770  -17.1581  -14.9740  -13.7716  -13.4444  -13.3613   -8.4162   -8.3204   -8.2469   -8.2073   -8.1762   -7.2483   -6.0320   -4.7968   -4.5208   -3.9613   -3.5569   -3.3354   -2.5806   -2.5348   -2.1663   -1.4640   -1.1327    4.1450    4.4874    5.1859    5.3681    5.4766    6.4965    6.7088    7.1547    7.8007    8.1220    8.9930    9.2216    9.8971   10.0287   10.4137   11.0154   11.6300
  1.9968  -17.4344  -17.4273  -17.4061  -17.3021  -17.2766  -17.2584  -17.2055  -17.1989  -17.1772  -17.1580  -15.0532  -13.6867  -13.4281  -13.3507   -8.4026   -8.3207   -8.2429   -8.2095   -8.1778   -7.2910   -6.1110   -4.7938   -4.4864   -3.8866   -3.6316   -3.3824   -2.5742   -2.4855   -2.1722   -1.3729   -1.0808    4.0359    4.4640    4.9202    5.2983    5.4597    6.4517    6.7171    7.1189    7.7132    8.2599    8.9611    9.4668    9.8094   10.3193   10.5373   11.0735   11.6699
  2.0411  -17.4334  -17.4268  -17.4088  -17.2985  -17.2753  -17.2590  -17.2056  -17.1991  -17.1775  -17.1579  -15.1280  -13.6070  -13.4102  -13.3393   -8.3915   -8.3166   -8.2395   -8.2122   -8.1797   -7.3378   -6.1746   -4.7890   -4.4550   -3.8375   -3.7039   -3.4253   -2.6208   -2.4425   -2.1005   -1.2819   -1.0311    3.9023    4.4646    4.6583    5.2067    5.5075    6.4050    6.7319    7.0722    7.6083    8.3447    8.9149    9.6680    9.7571   10.6042   10.7361   11.1373   11.6618
  2.0854  -17.4323  -17.4263  -17.4114  -17.2951  -17.2737  -17.2595  -17.2058  -17.1993  -17.1777  -17.1579  -15.1966  -13.5343  -13.3911  -13.3276   -8.3853   -8.3066   -8.2367   -8.2153   -8.1818   -7.3859   -6.2228   -4.7777   -4.4251   -3.8560   -3.7398   -3.4555   -2.6728   -2.4711   -1.9380   -1.1917   -0.9849    3.7412    4.4055    4.4775    5.1651    5.5679    6.3694    6.7443    7.0197    7.4912    8.3952    8.8717    9.5532    9.9771   10.7325   11.0217   11.3036   11.6269
